supertype_id,supertype_label,supertype_id_label,supertype.markers.combo,supertype.markers.combo (within subclass),subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
902,PSV Lmx1a Trpv6 Glut_1,0902 PSV Lmx1a Trpv6 Glut_1,"Ebf2,G630016G05Rik,Ston2,Cbln1,Arpp21,Sema3a,Nnat,Epb41l4a,Meis1","Lmx1a,Trpv6,G630016G05Rik,Ebf2",218,PSV Lmx1a Trpv6 Glut,218 PSV Lmx1a Trpv6 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0902,CS20230722_SUBC_218,CS20230722_CLAS_23
903,PB-SUT Tlx3 Lhx2 Glut_1,0903 PB-SUT Tlx3 Lhx2 Glut_1,"Lmx1b,Lhx2,Irx3","Tlx3,Lhx2,Lmx1b,Irx3",219,PB-SUT Tlx3 Lhx2 Glut,219 PB-SUT Tlx3 Lhx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0903,CS20230722_SUBC_219,CS20230722_CLAS_23
904,PB Pax5 Glut_1,0904 PB Pax5 Glut_1,"Tfap2b,Pax5,Arhgap36",Arhgap36,220,PB Pax5 Glut,220 PB Pax5 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0904,CS20230722_SUBC_220,CS20230722_CLAS_23
905,PB Pax5 Glut_2,0905 PB Pax5 Glut_2,"Tlx3,Col23a1",Pou4f1,220,PB Pax5 Glut,220 PB Pax5 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0905,CS20230722_SUBC_220,CS20230722_CLAS_23
906,LDT-PCG Vsx2 Lhx4 Glut_1,0906 LDT-PCG Vsx2 Lhx4 Glut_1,"Lhx4,Alkal2,4930438E09Rik","Gm10754,Calb1,Arhgap15,Tacr1",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0906,CS20230722_SUBC_221,CS20230722_CLAS_23
907,LDT-PCG Vsx2 Lhx4 Glut_2,0907 LDT-PCG Vsx2 Lhx4 Glut_2,"Lhx4,Foxp2,Nr2f2","B130024G19Rik,Lhx1os,Casz1,Il1rapl2",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0907,CS20230722_SUBC_221,CS20230722_CLAS_23
908,LDT-PCG Vsx2 Lhx4 Glut_3,0908 LDT-PCG Vsx2 Lhx4 Glut_3,"Lhx4,Pde5a","Pde5a,Osbpl3,Gm20754,Sntb1",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0908,CS20230722_SUBC_221,CS20230722_CLAS_23
909,LDT-PCG Vsx2 Lhx4 Glut_4,0909 LDT-PCG Vsx2 Lhx4 Glut_4,"Vsx2,Hmcn1,Plagl1","Chrna3,Hmcn1,Neurod1,Sox14",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0909,CS20230722_SUBC_221,CS20230722_CLAS_23
910,LDT-PCG Vsx2 Lhx4 Glut_5,0910 LDT-PCG Vsx2 Lhx4 Glut_5,"Lhx4,Prox1,Megf11",Meis2,221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0910,CS20230722_SUBC_221,CS20230722_CLAS_23
911,LDT-PCG Vsx2 Lhx4 Glut_6,0911 LDT-PCG Vsx2 Lhx4 Glut_6,"Lhx4,Ntn1,Nfib","Prox1,Cpa6,Tent5a",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0911,CS20230722_SUBC_221,CS20230722_CLAS_23
912,LDT-PCG Vsx2 Lhx4 Glut_7,0912 LDT-PCG Vsx2 Lhx4 Glut_7,"Lhx4,Npr3","Npr3,Tmem132c,Oprk1,Plpp3",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0912,CS20230722_SUBC_221,CS20230722_CLAS_23
913,LDT-PCG Vsx2 Lhx4 Glut_8,0913 LDT-PCG Vsx2 Lhx4 Glut_8,"Vsx2,Foxp2,Nkx6-1","Zfhx4,Cacng5,Lncenc1",221,LDT-PCG Vsx2 Lhx4 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0913,CS20230722_SUBC_221,CS20230722_CLAS_23
914,PB Evx2 Glut_1,0914 PB Evx2 Glut_1,"C1ql4,Barhl2,Nr4a2,Cdh18","Barhl2,Irx1,Tmem132d,Otof",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0914,CS20230722_SUBC_222,CS20230722_CLAS_23
915,PB Evx2 Glut_2,0915 PB Evx2 Glut_2,"Runx1,Pax5,Grid2,Ebf3","Hmcn1,Lbhd2,Pax5,Zbbx",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0915,CS20230722_SUBC_222,CS20230722_CLAS_23
916,PB Evx2 Glut_3,0916 PB Evx2 Glut_3,"Lhx9,Uncx,Cd24a,Zfp536,Nr4a2","D030068K23Rik,En1,Cd24a,Inhba",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0916,CS20230722_SUBC_222,CS20230722_CLAS_23
917,PB Evx2 Glut_4,0917 PB Evx2 Glut_4,"Evx1os,Pon2,Trhr,Adarb2","Serpinb1b,Brs3,Syt6,Trhr",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0917,CS20230722_SUBC_222,CS20230722_CLAS_23
918,PB Evx2 Glut_5,0918 PB Evx2 Glut_5,"Gm3985,Grp,Cdh18","Irx4,Gpr101,Atp8b1,Asb4",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0918,CS20230722_SUBC_222,CS20230722_CLAS_23
919,PB Evx2 Glut_6,0919 PB Evx2 Glut_6,"Evx1os,Gng8,Pax5","Gng8,Sema3e,Asb4,Evx1os",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0919,CS20230722_SUBC_222,CS20230722_CLAS_23
920,PB Evx2 Glut_7,0920 PB Evx2 Glut_7,"Nps,Unc5d","Qrfpr,Sst",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0920,CS20230722_SUBC_222,CS20230722_CLAS_23
921,PB Evx2 Glut_8,0921 PB Evx2 Glut_8,"Pax5,Neurod6,Lhfp,Nrg3","Lhfp,Neurod2,Rassf4,Gpr139",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0921,CS20230722_SUBC_222,CS20230722_CLAS_23
922,PB Evx2 Glut_9,0922 PB Evx2 Glut_9,"Evx2,Onecut1,B130024G19Rik","Onecut1,Epha8,C1ql4,Ebf3",222,PB Evx2 Glut,222 PB Evx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0922,CS20230722_SUBC_222,CS20230722_CLAS_23
923,B-PB Nr4a2 Glut_1,0923 B-PB Nr4a2 Glut_1,"C1ql4,Greb1,Sncg,Irx2",Rmst,223,B-PB Nr4a2 Glut,223 B-PB Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0923,CS20230722_SUBC_223,CS20230722_CLAS_23
924,B-PB Nr4a2 Glut_2,0924 B-PB Nr4a2 Glut_2,"Prdm6,C1ql1",Gal,223,B-PB Nr4a2 Glut,223 B-PB Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0924,CS20230722_SUBC_223,CS20230722_CLAS_23
925,PCG-PRNr Vsx2 Nkx6-1 Glut_1,0925 PCG-PRNr Vsx2 Nkx6-1 Glut_1,"Vsx2,C1ql2,Irx4","Calb1,Irx4",224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0925,CS20230722_SUBC_224,CS20230722_CLAS_23
926,PCG-PRNr Vsx2 Nkx6-1 Glut_2,0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2,"Vsx2,Onecut2,Adarb2,Mab21l1,Nkx6-1","Pitx2,Pgr15l,Npas1,Slc30a3",224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0926,CS20230722_SUBC_224,CS20230722_CLAS_23
927,PCG-PRNr Vsx2 Nkx6-1 Glut_3,0927 PCG-PRNr Vsx2 Nkx6-1 Glut_3,"Vsx2,Rxfp1",Sox2,224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0927,CS20230722_SUBC_224,CS20230722_CLAS_23
928,PCG-PRNr Vsx2 Nkx6-1 Glut_4,0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4,"A330049N07Rik,Shox2",Slc38a11,224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0928,CS20230722_SUBC_224,CS20230722_CLAS_23
929,PCG-PRNr Vsx2 Nkx6-1 Glut_5,0929 PCG-PRNr Vsx2 Nkx6-1 Glut_5,"Vsx2,Hoxb3,B130024G19Rik,Kazald1",Hoxb3,224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0929,CS20230722_SUBC_224,CS20230722_CLAS_23
930,PCG-PRNr Vsx2 Nkx6-1 Glut_6,0930 PCG-PRNr Vsx2 Nkx6-1 Glut_6,"Vsx2,Slc6a5",Cdh23,224,PCG-PRNr Vsx2 Nkx6-1 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0930,CS20230722_SUBC_224,CS20230722_CLAS_23
931,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,0931 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,"Vsx2,Corin,Meis2","Corin,Tox",225,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0931,CS20230722_SUBC_225,CS20230722_CLAS_23
932,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,0932 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,"Vsx2,Cgnl1,Nr4a3","Frem3,Cgnl1,Tspan18",225,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0932,CS20230722_SUBC_225,CS20230722_CLAS_23
933,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,0933 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,"Vsx2,Gm32828,Syt2","Nrp1,Nxph4",225,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0933,CS20230722_SUBC_225,CS20230722_CLAS_23
934,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,0934 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,"Vsx2,Nr4a2,Slco2a1","Tmem163,Nkx6-1",225,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0934,CS20230722_SUBC_225,CS20230722_CLAS_23
935,PRNc-PARN Tlx1 Glut_1,0935 PRNc-PARN Tlx1 Glut_1,"Tlx1,Calcr","Plch1,Gabrq",226,PRNc-PARN Tlx1 Glut,226 PRNc-PARN Tlx1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0935,CS20230722_SUBC_226,CS20230722_CLAS_23
936,PRNc-PARN Tlx1 Glut_2,0936 PRNc-PARN Tlx1 Glut_2,"Gpr50,Phox2b",Prrxl1,226,PRNc-PARN Tlx1 Glut,226 PRNc-PARN Tlx1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0936,CS20230722_SUBC_226,CS20230722_CLAS_23
937,PRNc-PARN Tlx1 Glut_3,0937 PRNc-PARN Tlx1 Glut_3,"Vip,Pou4f1",Vip,226,PRNc-PARN Tlx1 Glut,226 PRNc-PARN Tlx1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0937,CS20230722_SUBC_226,CS20230722_CLAS_23
938,PB-PSV Phox2b Glut_1,0938 PB-PSV Phox2b Glut_1,"Phox2b,Scn7a,Col25a1","Phox2b,Onecut2,Ebf3,Irx5",227,PB-PSV Phox2b Glut,227 PB-PSV Phox2b Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0938,CS20230722_SUBC_227,CS20230722_CLAS_23
939,PSV Pvalb Lhx2 Glut_1,0939 PSV Pvalb Lhx2 Glut_1,"Vmn1r206,Usp43",Vmn1r206,228,PSV Pvalb Lhx2 Glut,228 PSV Pvalb Lhx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0939,CS20230722_SUBC_228,CS20230722_CLAS_23
940,PSV Pvalb Lhx2 Glut_2,0940 PSV Pvalb Lhx2 Glut_2,"Prrxl1,Tgfbr2,Meis2,Gabrg3","Kcnc4,Ebf2",228,PSV Pvalb Lhx2 Glut,228 PSV Pvalb Lhx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0940,CS20230722_SUBC_228,CS20230722_CLAS_23
941,PSV Pvalb Lhx2 Glut_3,0941 PSV Pvalb Lhx2 Glut_3,"Caps2,Slc17a6",L3mbtl4,228,PSV Pvalb Lhx2 Glut,228 PSV Pvalb Lhx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0941,CS20230722_SUBC_228,CS20230722_CLAS_23
942,PSV Pvalb Lhx2 Glut_4,0942 PSV Pvalb Lhx2 Glut_4,"Dytn,Evx1os",Dytn,228,PSV Pvalb Lhx2 Glut,228 PSV Pvalb Lhx2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0942,CS20230722_SUBC_228,CS20230722_CLAS_23
943,PB-NTS Phox2b Ebf3 Lmx1b Glut_1,0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,"Phox2b,Eya2,Irx2,Zfhx4","Bcl11a,Zfhx4,Npas1,Pde1a",229,PB-NTS Phox2b Ebf3 Lmx1b Glut,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0943,CS20230722_SUBC_229,CS20230722_CLAS_23
944,PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,"Six2,Hoxb3","Hoxb3,Sox5",229,PB-NTS Phox2b Ebf3 Lmx1b Glut,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0944,CS20230722_SUBC_229,CS20230722_CLAS_23
945,PRNr Otp Nfib Glut_1,0945 PRNr Otp Nfib Glut_1,"Evx1os,Otp,4930438E09Rik","Otp,Nfib,Bnc2,Npas1",230,PRNr Otp Nfib Glut,230 PRNr Otp Nfib Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0945,CS20230722_SUBC_230,CS20230722_CLAS_23
946,IPN-LDT Vsx2 Nkx6-1 Glut_1,0946 IPN-LDT Vsx2 Nkx6-1 Glut_1,"Vsx2,D130079A08Rik",Pirt,231,IPN-LDT Vsx2 Nkx6-1 Glut,231 IPN-LDT Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0946,CS20230722_SUBC_231,CS20230722_CLAS_23
947,IPN-LDT Vsx2 Nkx6-1 Glut_2,0947 IPN-LDT Vsx2 Nkx6-1 Glut_2,"Hepacam2,Sox6",Col25a1,231,IPN-LDT Vsx2 Nkx6-1 Glut,231 IPN-LDT Vsx2 Nkx6-1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0947,CS20230722_SUBC_231,CS20230722_CLAS_23
948,LDT Vsx2 Nkx6-1 Nfib Glut_1,0948 LDT Vsx2 Nkx6-1 Nfib Glut_1,"Nkx6-1,Gpc4,Pou6f2,Nfib",Pnoc,232,LDT Vsx2 Nkx6-1 Nfib Glut,232 LDT Vsx2 Nkx6-1 Nfib Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0948,CS20230722_SUBC_232,CS20230722_CLAS_23
949,LDT Vsx2 Nkx6-1 Nfib Glut_2,0949 LDT Vsx2 Nkx6-1 Nfib Glut_2,"Nkx6-1,Otx2os1,Asb4",Otx2os1,232,LDT Vsx2 Nkx6-1 Nfib Glut,232 LDT Vsx2 Nkx6-1 Nfib Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0949,CS20230722_SUBC_232,CS20230722_CLAS_23
950,NLL-SOC Spp1 Glut_1,0950 NLL-SOC Spp1 Glut_1,NA,Gm6213,233,NLL-SOC Spp1 Glut,233 NLL-SOC Spp1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0950,CS20230722_SUBC_233,CS20230722_CLAS_23
951,NLL-SOC Spp1 Glut_2,0951 NLL-SOC Spp1 Glut_2,NA,Prdm6,233,NLL-SOC Spp1 Glut,233 NLL-SOC Spp1 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0951,CS20230722_SUBC_233,CS20230722_CLAS_23
952,MEV Ppp1r1c Glut_1,0952 MEV Ppp1r1c Glut_1,Ppp1r1c,Ppp1r1c,234,MEV Ppp1r1c Glut,234 MEV Ppp1r1c Glut,19,MB Glut,19 MB Glut,CS20230722_SUPT_0952,CS20230722_SUBC_234,CS20230722_CLAS_19
953,PG-TRN-LRN Fat2 Glut_1,0953 PG-TRN-LRN Fat2 Glut_1,"H2-Ab1,Ldlrap1","Fat2,Fcmr,Zic1",235,PG-TRN-LRN Fat2 Glut,235 PG-TRN-LRN Fat2 Glut,23,P Glut,23 P Glut,CS20230722_SUPT_0953,CS20230722_SUBC_235,CS20230722_CLAS_23
954,IRN Vip Glut_1,0954 IRN Vip Glut_1,"Mecom,Vip","Vip,Mecom",236,IRN Vip Glut,236 IRN Vip Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0954,CS20230722_SUBC_236,CS20230722_CLAS_24
955,PRP-NI-PRNc-GRN Otp Glut_1,0955 PRP-NI-PRNc-GRN Otp Glut_1,"Nr5a2,Pax2",Nr5a2,237,PRP-NI-PRNc-GRN Otp Glut,237 PRP-NI-PRNc-GRN Otp Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0955,CS20230722_SUBC_237,CS20230722_CLAS_24
956,PRP-NI-PRNc-GRN Otp Glut_2,0956 PRP-NI-PRNc-GRN Otp Glut_2,"C1ql4,Pax2,Tcf7l2",Tcf7l2,237,PRP-NI-PRNc-GRN Otp Glut,237 PRP-NI-PRNc-GRN Otp Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0956,CS20230722_SUBC_237,CS20230722_CLAS_24
957,PRP-NI-PRNc-GRN Otp Glut_3,0957 PRP-NI-PRNc-GRN Otp Glut_3,"Evx1os,Lhx1os,C1ql2,Edil3","Kcnmb2,Fras1,C1ql2,Gm20754",237,PRP-NI-PRNc-GRN Otp Glut,237 PRP-NI-PRNc-GRN Otp Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0957,CS20230722_SUBC_237,CS20230722_CLAS_24
958,PRP-NI-PRNc-GRN Otp Glut_4,0958 PRP-NI-PRNc-GRN Otp Glut_4,"Evx1os,Inka2,Sntg2","Npsr1,March1",237,PRP-NI-PRNc-GRN Otp Glut,237 PRP-NI-PRNc-GRN Otp Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0958,CS20230722_SUBC_237,CS20230722_CLAS_24
959,NTS Phox2b Glut_1,0959 NTS Phox2b Glut_1,"Phox2b,C1ql3,Ebf3,Lypd6b","Onecut2,Dgkk,A330102I10Rik,Stxbp6",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0959,CS20230722_SUBC_238,CS20230722_CLAS_24
960,NTS Phox2b Glut_2,0960 NTS Phox2b Glut_2,"Phox2b,Cck,Necab1,Vwc2","Tfap2b,Cck,Tmem200a,Galr1",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0960,CS20230722_SUBC_238,CS20230722_CLAS_24
961,NTS Phox2b Glut_3,0961 NTS Phox2b Glut_3,"Phox2b,Dkk2","Hoxa5,Fibcd1,Sytl5,Irx5",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0961,CS20230722_SUBC_238,CS20230722_CLAS_24
962,NTS Phox2b Glut_4,0962 NTS Phox2b Glut_4,"Phox2b,Sox6","Sox6,Ramp3,Ntsr1,Dscaml1",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0962,CS20230722_SUBC_238,CS20230722_CLAS_24
963,NTS Phox2b Glut_5,0963 NTS Phox2b Glut_5,"Phox2b,Tac1,Stk26,Pou3f1","Arhgap36,Hydin,9330158H04Rik,Pou3f1",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0963,CS20230722_SUBC_238,CS20230722_CLAS_24
964,NTS Phox2b Glut_6,0964 NTS Phox2b Glut_6,"Phox2b,Prok1","Prok1,Npnt,Cartpt,Qrfprl",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0964,CS20230722_SUBC_238,CS20230722_CLAS_24
965,NTS Phox2b Glut_7,0965 NTS Phox2b Glut_7,"Phox2b,Megf10,Shox2","A2ml1,Megf10,Fign,Dlk1",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0965,CS20230722_SUBC_238,CS20230722_CLAS_24
966,NTS Phox2b Glut_8,0966 NTS Phox2b Glut_8,"Phox2b,Arhgap15,Zic1","Ebf3,Hoxa5,Arhgap15,Eya2",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0966,CS20230722_SUBC_238,CS20230722_CLAS_24
967,NTS Phox2b Glut_9,0967 NTS Phox2b Glut_9,"Phox2b,Tfap2b,Nr2f2","Tfap2b,Nr2f2,Adamtsl1,Palld",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0967,CS20230722_SUBC_238,CS20230722_CLAS_24
968,NTS Phox2b Glut_10,0968 NTS Phox2b Glut_10,"Phox2b,Nr2f2,Tmem132c,Meis2,A330102I10Rik,Mab21l1","Nr2f2,Kazald1,Chrna4,Htr7",238,NTS Phox2b Glut,238 NTS Phox2b Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0968,CS20230722_SUBC_238,CS20230722_CLAS_24
969,MARN-GRN Pyy Glut_1,0969 MARN-GRN Pyy Glut_1,Pyy,Pyy,239,MARN-GRN Pyy Glut,239 MARN-GRN Pyy Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0969,CS20230722_SUBC_239,CS20230722_CLAS_24
970,MDRNv Lhx4 Qrfprl Glut_1,0970 MDRNv Lhx4 Qrfprl Glut_1,"Lhx4,Qrfprl","Lhx4,Qrfprl,Dlk1",240,MDRNv Lhx4 Qrfprl Glut,240 MDRNv Lhx4 Qrfprl Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0970,CS20230722_SUBC_240,CS20230722_CLAS_24
971,NTS Mbnl3 Glut_1,0971 NTS Mbnl3 Glut_1,"Gm6213,Hoxb5","Mbnl3,Pou4f1",241,NTS Mbnl3 Glut,241 NTS Mbnl3 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0971,CS20230722_SUBC_241,CS20230722_CLAS_24
972,PGRNd Dmbx1 Glut_1,0972 PGRNd Dmbx1 Glut_1,"Mecom,Dmbx1",Dmbx1,242,PGRNd Dmbx1 Glut,242 PGRNd Dmbx1 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0972,CS20230722_SUBC_242,CS20230722_CLAS_24
973,PGRN-PARN-MDRN Hoxb5 Glut_1,0973 PGRN-PARN-MDRN Hoxb5 Glut_1,"Hoxb5,Lhx1os,Slc17a6,Hoxb6,Mab21l2","Lhx1os,Hoxa5,Slc5a7,Plpp4",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0973,CS20230722_SUBC_243,CS20230722_CLAS_24
974,PGRN-PARN-MDRN Hoxb5 Glut_2,0974 PGRN-PARN-MDRN Hoxb5 Glut_2,"Hoxb3,C1ql3,Lhx1os,Sncg,Zfhx4,A330008L17Rik,Dgkg,Mab21l2","C1ql3,Pou6f2,A330008L17Rik,Ret",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0974,CS20230722_SUBC_243,CS20230722_CLAS_24
975,PGRN-PARN-MDRN Hoxb5 Glut_3,0975 PGRN-PARN-MDRN Hoxb5 Glut_3,"Hoxb5,Pou4f1,Adra1a,Mab21l2,Dscaml1,Bcl11b,Samd5,Pou3f3","Pou4f1,Hoxa5,Dscaml1,Itga8",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0975,CS20230722_SUBC_243,CS20230722_CLAS_24
976,PGRN-PARN-MDRN Hoxb5 Glut_4,0976 PGRN-PARN-MDRN Hoxb5 Glut_4,"Evx2,Pax2,Syt10","Pax2,Bcl11b,Evx1os,Frem1",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0976,CS20230722_SUBC_243,CS20230722_CLAS_24
977,PGRN-PARN-MDRN Hoxb5 Glut_5,0977 PGRN-PARN-MDRN Hoxb5 Glut_5,"Abcc9,Pou4f1,Meis2","Lmx1b,Ebf3,Tac1,Reln",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0977,CS20230722_SUBC_243,CS20230722_CLAS_24
978,PGRN-PARN-MDRN Hoxb5 Glut_6,0978 PGRN-PARN-MDRN Hoxb5 Glut_6,"Lmx1b,G630016G05Rik,Onecut2,Ebf3,Kazald1,Mab21l2","Lmx1b,Dlk1,Calb2,Arhgap6",243,PGRN-PARN-MDRN Hoxb5 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,24,MY Glut,24 MY Glut,CS20230722_SUPT_0978,CS20230722_SUBC_243,CS20230722_CLAS_24
